N_J = 28;
N_H = 22;
N_D = 1;
y = 6;
a = 1;
b = 1;
D = [
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 3, 3, 1, 5, 2, 0, 3, 5, 1, 3, 4, 5, 5, 1, 2, 5, 5, 2, 4, 1, 4, 0],
[0, 3, 3, 1, 5, 2, 0, 3, 5, 1, 3, 4, 5, 5, 1, 2, 5, 5, 2, 4, 1, 4, 0],
[0, 3, 3, 1, 5, 2, 0, 3, 5, 1, 3, 4, 5, 5, 1, 2, 5, 5, 2, 4, 1, 4, 0],
[0, 3, 3, 1, 5, 2, 0, 3, 5, 1, 3, 4, 5, 5, 1, 2, 5, 5, 2, 4, 1, 4, 0],
[0, 3, 3, 1, 5, 2, 0, 3, 5, 1, 3, 4, 5, 5, 1, 2, 5, 5, 2, 4, 1, 4, 0],
[0, 3, 3, 1, 5, 2, 0, 3, 5, 1, 3, 4, 5, 5, 1, 2, 5, 5, 2, 4, 1, 4, 0],
[0, 3, 3, 1, 5, 2, 0, 3, 5, 1, 3, 4, 5, 5, 1, 2, 5, 5, 2, 4, 1, 4, 0],
[0, 3, 3, 1, 5, 2, 0, 3, 5, 1, 3, 4, 5, 5, 1, 2, 5, 5, 2, 4, 1, 4, 0],
[0, 3, 3, 1, 5, 2, 0, 3, 5, 1, 3, 4, 5, 5, 1, 2, 5, 5, 2, 4, 1, 4, 0],
[0, 3, 3, 1, 5, 2, 0, 3, 5, 1, 3, 4, 5, 5, 1, 2, 5, 5, 2, 4, 1, 4, 0],
[0, 3, 3, 1, 5, 2, 0, 3, 5, 1, 3, 4, 5, 5, 1, 2, 5, 5, 2, 4, 1, 4, 0],
[0, 3, 3, 1, 5, 2, 0, 3, 5, 1, 3, 4, 5, 5, 1, 2, 5, 5, 2, 4, 1, 4, 0],
[0, 3, 3, 1, 5, 2, 0, 3, 5, 1, 3, 4, 5, 5, 1, 2, 5, 5, 2, 4, 1, 4, 0],
