N_J = 28;
N_H = 22;
N_D = 1;
y = 6;
a = 1;
b = 1;
D = [
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0],
[1, 5, 4, 1, 0, 5, 1, 4, 0, 5, 1, 0, 0, 4, 2, 4, 0, 5, 5, 0, 4, 0, 0]
];
M = 30;
I = [
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[6, 1, 4, 1, 5, 2, 0, 6, 0, 4, 5, 2, 2, 5, 3, 1, 5, 0, 4, 5, 5, 2, 0],
