N_J = 28;
N_H = 22;
N_D = 1;
y = 6;
a = 1;
b = 1;
D = [
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0],
[3, 4, 2, 2, 0, 0, 1, 5, 0, 3, 1, 5, 4, 3, 1, 5, 1, 4, 5, 2, 1, 1, 0]
];
M = 30;
I = [
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[1, 3, 5, 6, 6, 6, 4, 0, 4, 4, 3, 4, 4, 1, 1, 5, 6, 6, 2, 0, 3, 2, 0],
[1, 3, 5, 6, 6, 6, 4, 0, 4, 4, 3, 4, 4, 1, 1, 5, 6, 6, 2, 0, 3, 2, 0],
[1, 3, 5, 6, 6, 6, 4, 0, 4, 4, 3, 4, 4, 1, 1, 5, 6, 6, 2, 0, 3, 2, 0],
[1, 3, 5, 6, 6, 6, 4, 0, 4, 4, 3, 4, 4, 1, 1, 5, 6, 6, 2, 0, 3, 2, 0],
[1, 3, 5, 6, 6, 6, 4, 0, 4, 4, 3, 4, 4, 1, 1, 5, 6, 6, 2, 0, 3, 2, 0],
[1, 3, 5, 6, 6, 6, 4, 0, 4, 4, 3, 4, 4, 1, 1, 5, 6, 6, 2, 0, 3, 2, 0],
[1, 3, 5, 6, 6, 6, 4, 0, 4, 4, 3, 4, 4, 1, 1, 5, 6, 6, 2, 0, 3, 2, 0],
[1, 3, 5, 6, 6, 6, 4, 0, 4, 4, 3, 4, 4, 1, 1, 5, 6, 6, 2, 0, 3, 2, 0],
[1, 3, 5, 6, 6, 6, 4, 0, 4, 4, 3, 4, 4, 1, 1, 5, 6, 6, 2, 0, 3, 2, 0],
[1, 3, 5, 6, 6, 6, 4, 0, 4, 4, 3, 4, 4, 1, 1, 5, 6, 6, 2, 0, 3, 2, 0],
[1, 3, 5, 6, 6, 6, 4, 0, 4, 4, 3, 4, 4, 1, 1, 5, 6, 6, 2, 0, 3, 2, 0],
[1, 3, 5, 6, 6, 6, 4, 0, 4, 4, 3, 4, 4, 1, 1, 5, 6, 6, 2, 0, 3, 2, 0],
[1, 3, 5, 6, 6, 6, 4, 0, 4, 4, 3, 4, 4, 1, 1, 5, 6, 6, 2, 0, 3, 2, 0],
