N_J = 28;
N_H = 22;
N_D = 1;
y = 6;
a = 1;
b = 1;
D = [
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
[2, 2, 0, 5, 4, 2, 4, 1, 5, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 4, 5, 1, 0],
