N_J = 28;
N_H = 22;
N_D = 1;
y = 6;
a = 1;
b = 1;
D = [
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0],
[4, 3, 1, 2, 2, 1, 2, 2, 4, 2, 2, 4, 5, 0, 0, 1, 5, 4, 2, 5, 0, 2, 0]
];
M = 30;
I = [
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[1, 2, 5, 0, 2, 4, 2, 0, 6, 4, 4, 1, 4, 6, 1, 0, 1, 0, 3, 2, 6, 1, 0],
[1, 2, 5, 0, 2, 4, 2, 0, 6, 4, 4, 1, 4, 6, 1, 0, 1, 0, 3, 2, 6, 1, 0],
[1, 2, 5, 0, 2, 4, 2, 0, 6, 4, 4, 1, 4, 6, 1, 0, 1, 0, 3, 2, 6, 1, 0],
[1, 2, 5, 0, 2, 4, 2, 0, 6, 4, 4, 1, 4, 6, 1, 0, 1, 0, 3, 2, 6, 1, 0],
[1, 2, 5, 0, 2, 4, 2, 0, 6, 4, 4, 1, 4, 6, 1, 0, 1, 0, 3, 2, 6, 1, 0],
[1, 2, 5, 0, 2, 4, 2, 0, 6, 4, 4, 1, 4, 6, 1, 0, 1, 0, 3, 2, 6, 1, 0],
[1, 2, 5, 0, 2, 4, 2, 0, 6, 4, 4, 1, 4, 6, 1, 0, 1, 0, 3, 2, 6, 1, 0],
[1, 2, 5, 0, 2, 4, 2, 0, 6, 4, 4, 1, 4, 6, 1, 0, 1, 0, 3, 2, 6, 1, 0],
[1, 2, 5, 0, 2, 4, 2, 0, 6, 4, 4, 1, 4, 6, 1, 0, 1, 0, 3, 2, 6, 1, 0],
[1, 2, 5, 0, 2, 4, 2, 0, 6, 4, 4, 1, 4, 6, 1, 0, 1, 0, 3, 2, 6, 1, 0],
[1, 2, 5, 0, 2, 4, 2, 0, 6, 4, 4, 1, 4, 6, 1, 0, 1, 0, 3, 2, 6, 1, 0],
[1, 2, 5, 0, 2, 4, 2, 0, 6, 4, 4, 1, 4, 6, 1, 0, 1, 0, 3, 2, 6, 1, 0],
[1, 2, 5, 0, 2, 4, 2, 0, 6, 4, 4, 1, 4, 6, 1, 0, 1, 0, 3, 2, 6, 1, 0],
[1, 2, 5, 0, 2, 4, 2, 0, 6, 4, 4, 1, 4, 6, 1, 0, 1, 0, 3, 2, 6, 1, 0],
[1, 2, 5, 0, 2, 4, 2, 0, 6, 4, 4, 1, 4, 6, 1, 0, 1, 0, 3, 2, 6, 1, 0],
[1, 2, 5, 0, 2, 4, 2, 0, 6, 4, 4, 1, 4, 6, 1, 0, 1, 0, 3, 2, 6, 1, 0],
