N_J = 28;
N_H = 22;
N_D = 1;
y = 6;
a = 1;
b = 1;
D = [
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0],
[0, 5, 0, 2, 4, 3, 3, 2, 4, 5, 1, 3, 3, 2, 0, 5, 2, 2, 3, 2, 4, 2, 0]
];
M = 30;
I = [
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
[6, 3, 3, 6, 4, 5, 5, 0, 4, 4, 6, 0, 4, 0, 0, 6, 2, 2, 4, 0, 2, 4, 0],
[6, 3, 3, 6, 4, 5, 5, 0, 4, 4, 6, 0, 4, 0, 0, 6, 2, 2, 4, 0, 2, 4, 0],
[6, 3, 3, 6, 4, 5, 5, 0, 4, 4, 6, 0, 4, 0, 0, 6, 2, 2, 4, 0, 2, 4, 0],
[6, 3, 3, 6, 4, 5, 5, 0, 4, 4, 6, 0, 4, 0, 0, 6, 2, 2, 4, 0, 2, 4, 0],
